contact_id;address_line1;address_line2;locality;region;postcode;country;phone_no;email
3919;Nagy sétaút 11. 48. ajtó;;Dabas;Pest;9054;HU;-9310;flakeg@att.net
3920;Péter árok 11. 47. ajtó;;Salgótarján;Nógrád;9054;HU;-9951;johndo@me.com
3921;Beatrix utca 20. 90. emelet;;Tokaj;Komárom-Esztergom;9054;HU;-2526;cameron@verizon.net
3922;Bence udvar 02.;;Budapest;Pest;9054;HU;-9742;fluffy@yahoo.ca
3923;Botond utca 7. 82. ajtó;;Nyírbátor;Szabolcs-Szatmár-Bereg;9054;HU;-3575;aaribaud@aol.com
3924;Hegedûs orom 41.;;Nagykanizsa;Zala;9054;HU;-3098;hutton@gmail.com
3925;Nemes útja 3. 66. ajtó;;Sopron;Gyõr-Moson-Sopron;9054;HU;-6280;facet@att.net
3926;Ármin lejtõ 457. 13. ajtó;;Budakeszi;Pest;9054;HU;-9643;grothoff@optonline.net
3927;Farkas dûlõút 50.;;Budapest;Pest;9054;HU;-2773;webteam@aol.com
3928;János határsor 21.;;Hódmezõvásárhely;Csongrád;9054;HU;-8781;matty@optonline.net
3929;Patrik köz 50.;;Budapest;Pest;9054;HU;-7218;roesch@msn.com
3930;Kevin játszótér 894.;;Budapest;Pest;9054;HU;-1864;padme@verizon.net
3931;Szûcs köz 59.;;Sopron;Gyõr-Moson-Sopron;9054;HU;-5675;smartfart@mac.com
3932;Barta rakpart 9. 02. emelet;;Siófok;Somogy;9054;HU;-9351;mobileip@verizon.net
3933;Somogyi rakpart 65.;;Budapest;Pest;9054;HU;-1820;aprakash@live.com
3934;Pintér lakótelep 90. 23. emelet;;Érd;Pest;9054;HU;-5045;tubesteak@hotmail.com
3935;Soós pincesor 5.;;Budapest;Pest;9054;HU;-1993;squirrel@att.net
3936;Vilmos ösvény 70.;;Budapest;Pest;9054;HU;-9819;dogdude@hotmail.com
3937;Szõke körönd 0.;;Eger;Heves;9054;HU;-2710;jadavis@live.com
3938;István forduló 82. 46. emelet;;Budapest;Pest;9054;HU;-9995;kingjoshi@me.com
3939;Hegedûs körtér 8.;;Budapest;Pest;9054;HU;-4965;mhassel@verizon.net
3940;Szervác országút 11. 22. emelet;;Tatabánya;Komárom-Esztergom;9054;HU;-6097;harpes@optonline.net
3941;Novák lakótelep 775.;;Budapest;Pest;9054;HU;-7161;elmer@live.com
3942;Molnár dûlõsor 97. 66. ajtó;;Szekszárd;Tolna;9054;HU;-10341;enintend@icloud.com
3943;Soós köz 524. 69. emelet;;Miskolc;Borsod-Abaúj-Zemplén;9054;HU;-10228;hillct@sbcglobal.net
3944;Barnabás út 276.;;Sátoraljaújhely;Borsod-Abaúj-Zemplén;9054;HU;-7183;bester@hotmail.com
3945;Budai körönd 4. 05. ajtó;;Sopron;Gyõr-Moson-Sopron;9054;HU;-8139;ccohen@hotmail.com
3946;Endre lejtõ 124.;;Székesfehérvár;Fejér;9054;HU;-1250;frode@yahoo.com
3947;Deák orom 962.;;Nagykanizsa;Zala;9054;HU;-3011;subir@me.com
3948;Dalma kert 251.;;Budapest;Pest;9054;HU;-4623;dpitts@sbcglobal.net
3949;Henriett átjáró 65.;;Budapest;Pest;9054;HU;-8028;notaprguy@hotmail.com
3950;Virág rakpart 65. 32. ajtó;;Budapest;Pest;9054;HU;-10258;quinn@att.net
3951;Csonka mélyút 30.;;Szeged;Csongrád;9054;HU;-2241;miyop@msn.com
3952;Hajdu körtér 792.;;Budapest;Pest;9054;HU;-6241;kevinm@icloud.com
3953;Linda lejtõ 38. 13. ajtó;;Kaposvár;Somogy;9054;HU;-5789;aprakash@comcast.net
3954;Székely körönd 79. 18. emelet;;Budapest;Pest;9054;HU;-2332;mgreen@verizon.net
3955;István útja 93.;;Hajdúböszörmény;Hajdú-Bihar;9054;HU;-5558;catalog@yahoo.com
3956;Mária dûlõsor 75.;;Budapest;Pest;9054;HU;-1938;suresh@msn.com
3957;Lukács lejtõ 84. 84. ajtó;;Debrecen;Hajdú-Bihar;9054;HU;-6864;bhima@att.net
3958;Mészáros sétány 8.;;Budapest;Pest;9054;HU;-6130;gmcgath@sbcglobal.net
3959;Patrik játszótér 5. 90. emelet;;Tiszafüred;Jász-Nagykun-Szolnok;9054;HU;-8729;improv@icloud.com
3960;Mihály átjáró 3. 87. emelet;;Kiskõrös;Heves;9054;HU;-7165;rnelson@sbcglobal.net
3961;László rakpart 3.;;Pásztó;Nógrád;9054;HU;-2823;anicolao@att.net
3962;Kiss körönd 87. 51. emelet;;Szolnok;Somogy;9054;HU;-4907;british@icloud.com
3963;Barna út 72.;;Hódmezõvásárhely;Csongrád;9054;HU;-7666;adillon@sbcglobal.net
3964;Balázs erdõsor 43.;;Budapest;Pest;9054;HU;-4893;bockelboy@mac.com
3965;Fülöp körút 260.;;Nagykanizsa;Zala;9054;HU;-3540;jcholewa@aol.com
3966;Endre utca 42.;;Budapest;Pest;9054;HU;-6411;floxy@me.com
3967;Barta körtér 38.;;Budapest;Pest;9054;HU;-8753;ardagna@msn.com
3968;Csenge sugárút 9.;;Budapest;Pest;9054;HU;-7165;jshirley@aol.com
3969;Mátyás kert 23.;;Budapest;Pest;9054;HU;-5189;hllam@yahoo.com
3970;Török körtér 95.;;Budapest;Pest;9054;HU;-6501;fglock@optonline.net
3971;Barna park 52. 60. ajtó;;Szombathely;Pest;9054;HU;-6383;lridener@aol.com
3972;Zita ösvény 6. 71. ajtó;;Szentes;Csongrád;9054;HU;-6409;luvirini@hotmail.com
3973;Dudás sor 0. 04. emelet;;Budapest;Pest;9054;HU;-3866;jesse@outlook.com
3974;Novák erdõsor 31. 44. emelet;;Érd;Pest;9054;HU;-3591;wikinerd@gmail.com
3975;Fazekas gát 12. 16. emelet;;Szolnok;Somogy;9054;HU;-6924;oevans@gmail.com
3976;Pintér gát 79.;;Szolnok;Somogy;9054;HU;-8853;aracne@att.net
3977;Dobos rakpart 6. 56. emelet;;Gyöngyös;Baranya;9054;HU;-10209;gavinls@mac.com
3978;Áron útja 62. 66. ajtó;;Sárbogárd;Fejér;9054;HU;-4294;duncand@optonline.net
3979;Linda játszótér 63. 65. ajtó;;Fehérgyarmat;Szabolcs-Szatmár-Bereg;9054;HU;-9454;parents@sbcglobal.net
3980;Johanna üdülõpart 491.;;Zalaegerszeg;Zala;9054;HU;-4351;alfred@yahoo.ca
3981;Beatrix erdõsor 1. 92. emelet;;Budapest;Pest;9054;HU;-4076;mlewan@outlook.com
3982;Bognár körönd 099. 30. emelet;;Budapest;Pest;9054;HU;-3080;leviathan@mac.com
3983;Csonka gát 92. 22. emelet;;Budapest;Pest;9054;HU;-5377;tezbo@mac.com
3984;Illés országút 25.;;Csongrád;Veszprém;9054;HU;-3148;privcan@optonline.net
3985;Fazekas határsor 09.;;Budapest;Pest;9054;HU;-8520;vlefevre@me.com
3986;Botond körút 47. 19. emelet;;Budapest;Pest;9054;HU;-5681;amimojo@msn.com
3987;Géza országút 42. 21. emelet;;Budapest;Pest;9054;HU;-7773;jfmulder@hotmail.com
3988;Kovács határút 87. 84. ajtó;;Baja;Bács-Kiskun;9054;HU;-8197;naoya@live.com
3989;Beatrix orom 20. 33. emelet;;Szombathely;Pest;9054;HU;-2023;stinson@verizon.net
3990;Pintér tér 26.;;Budapest;Pest;9054;HU;-6101;dgriffith@live.com
3991;Bálint kert 01.;;Körmend;Baranya;9054;HU;-8551;melnik@comcast.net
3992;Dorina tér 3. 41. emelet;;Nyíregyháza;Szabolcs-Szatmár-Bereg;9054;HU;-4301;mrsam@yahoo.ca
3993;Klaudia udvar 821. 31. ajtó;;Hajdúböszörmény;Hajdú-Bihar;9054;HU;-1863;arachne@att.net
3994;Mihály liget 24.;;Zalaegerszeg;Zala;9054;HU;-3091;jschauma@yahoo.com
3995;Albert lejtõ 7.;;Budapest;Pest;9054;HU;-8392;msloan@verizon.net
3996;Alexa park 537.;;Budapest;Pest;9054;HU;-3070;oster@verizon.net
3997;Székely híd 2.;;Budapest;Pest;9054;HU;-10738;emmanuel@live.com
3998;Bakos körönd 8.;;Budapest;Pest;9054;HU;-2052;goresky@icloud.com
3999;Zoltán udvar 43. 76. ajtó;;Sarkad;Békés;9054;HU;-2421;wonderkid@live.com
4000;Simon dûlõsor 78.;;Budapest;Pest;9054;HU;-5438;martyloo@msn.com
4001;Zsóka átjáró 05. 91. emelet;;Kecskemét;Bács-Kiskun;9054;HU;-9462;hauma@gmail.com
4002;Hegedüs ösvény 088. 30. ajtó;;Hódmezõvásárhely;Csongrád;9054;HU;-7506;hachi@gmail.com
4003;Kelemen üdülõpart 6. 48. emelet;;Dabas;Pest;9054;HU;-5651;claesjac@mac.com
4004;Kocsis dûlõút 67. 80. ajtó;;Szekszárd;Tolna;9054;HU;-2793;bjornk@me.com
4005;Takács park 787.;;Budapest;Pest;9054;HU;-4484;monopole@live.com
4006;Gizella híd 8. 86. emelet;;Székesfehérvár;Fejér;9054;HU;-9574;camenisch@me.com
4007;Adél tere 288.;;Budapest;Pest;9054;HU;-5835;csilvers@live.com
4008;Szabó sugárút 538.;;Budapest;Pest;9054;HU;-8920;drolsky@hotmail.com
4009;Pásztor körönd 9. 13. emelet;;Kaposvár;Somogy;9054;HU;-1185;kassiesa@optonline.net
4010;László lejtõ 36.;;Szolnok;Somogy;9054;HU;-5418;spadkins@sbcglobal.net
4011;Simon forduló 1.;;Kecskemét;Bács-Kiskun;9054;HU;-2218;steve@me.com
4012;Vörös üdülõpart 88.;;Sopron;Gyõr-Moson-Sopron;9054;HU;-2430;tfinniga@hotmail.com
4013;Bence átjáró 97.;;Tab;Somogy;9054;HU;-7637;frikazoyd@sbcglobal.net
4014;Marietta köz 321.;;Szombathely;Pest;9054;HU;-7372;luvirini@gmail.com
4015;Pataki rakpart 8. 76. emelet;;Budapest;Pest;9054;HU;-4155;tokuhirom@yahoo.ca
4016;Virág tere 3.;;Budapest;Pest;9054;HU;-7742;jfreedma@att.net
4017;Zsóka körút 94. 56. emelet;;Eger;Heves;9054;HU;-5600;research@aol.com
4018;Fekete lakótelep 1.;;Nagykanizsa;Zala;9054;HU;-3891;tokuhirom@msn.com
4019;Borbély tér 7.;;Budapest;Pest;9054;HU;-9119;bmidd@yahoo.ca
4020;Jónás út 85. 46. ajtó;;Nagykanizsa;Zala;9054;HU;-4270;brickbat@icloud.com
4021;Dorián utca 70. 53. ajtó;;Szombathely;Pest;9054;HU;-5480;muzzy@optonline.net
4022;Orosz fasor 151. 93. ajtó;;Budapest;Pest;9054;HU;-8688;thurston@msn.com
4023;Zsolt lejáró 67.;;Budapest;Pest;9054;HU;-7650;szymansk@sbcglobal.net
4024;Gabriella utca 75.;;Orosháza;Borsod-Abaúj-Zemplén;9054;HU;-5851;singh@yahoo.com
4025;Géza part 47. 50. emelet;;Salgótarján;Nógrád;9054;HU;-7251;mpiotr@att.net
4026;Kevin turistaút 05.;;Kaposvár;Somogy;9054;HU;-7939;miturria@optonline.net
4027;Mészáros utca 409.;;Szentes;Csongrád;9054;HU;-4557;jacks@live.com
4028;Jakab lakótelep 45. 53. ajtó;;Budapest;Pest;9054;HU;-7922;sbmrjbr@mac.com
4029;Zoltán út 4.;;Budapest;Pest;9054;HU;-10696;jbuchana@msn.com
4030;Szonja ösvény 271. 63. ajtó;;Budapest;Pest;9054;HU;-2814;hager@sbcglobal.net
4031;Dudás udvar 51. 74. ajtó;;Veszprém;Veszprém;9054;HU;-8441;bflong@gmail.com
4032;Balogh tere 70. 54. ajtó;;Szekszárd;Tolna;9054;HU;-3479;punkis@yahoo.com
4033;Simon erdõsor 4. 90. ajtó;;Gödöllõ;Pest;9054;HU;-7431;vmalik@hotmail.com
4034;Lívia rakpart 56.;;Kecskemét;Bács-Kiskun;9054;HU;-9023;delpino@sbcglobal.net
4035;Sándor dûlõút 0. 94. ajtó;;Budapest;Pest;9054;HU;-4592;hampton@verizon.net
4036;Adél árok 51. 22. ajtó;;Kazincbarcika;Borsod-Abaúj-Zemplén;9054;HU;-7569;kildjean@att.net
4037;Lukács lejtõ 49. 04. emelet;;Budapest;Pest;9054;HU;-4160;jsnover@icloud.com
4038;Jónás körönd 2. 35. emelet;;Szolnok;Somogy;9054;HU;-10186;amcuri@hotmail.com
4039;Tóth liget 781. 49. ajtó;;Zalaegerszeg;Zala;9054;HU;-7900;lamprecht@outlook.com
4040;Albert lépcsõ 69.;;Budapest;Pest;9054;HU;-10475;goldberg@live.com
4041;Áron körút 4. 92. ajtó;;Eger;Heves;9054;HU;-7470;reziac@outlook.com
4042;Valéria kert 31.;;Budapest;Pest;9054;HU;-8987;whimsy@icloud.com
4043;Kocsis udvar 17. 02. emelet;;Zalaegerszeg;Zala;9054;HU;-7525;mwilson@outlook.com
4044;Milla körtér 1. 51. ajtó;;Budapest;Pest;9054;HU;-7067;thowell@sbcglobal.net
4045;Oláh sétány 19. 66. ajtó;;Tatabánya;Komárom-Esztergom;9054;HU;-3302;bryanw@optonline.net
4046;Zoltán lejáró 4. 67. ajtó;;Kunszentmárton;Veszprém;9054;HU;-7715;akoblin@aol.com
4047;Juhász turistaút 283.;;Budapest;Pest;9054;HU;-3399;fwitness@gmail.com
4048;Németh határút 0.;;Budapest;Pest;9054;HU;-6813;koudas@yahoo.ca
4049;Somogyi tér 688. 10. ajtó;;Salgótarján;Nógrád;9054;HU;-5312;yxing@outlook.com
4050;Novák lépcsõ 5. 98. ajtó;;Budapest;Pest;9054;HU;-2697;gommix@att.net
4051;Szalai lépcsõ 95.;;Eger;Heves;9054;HU;-7464;mwitte@me.com
4052;Budai lejáró 85. 99. emelet;;Salgótarján;Nógrád;9054;HU;-4067;rtanter@gmail.com
4053;Balázs játszótér 44. 83. ajtó;;Budapest;Pest;9054;HU;-9197;andale@aol.com
4054;Péter dûlõút 70.;;Hódmezõvásárhely;Csongrád;9054;HU;-2871;jeffcovey@me.com
4055;Biró sugárút 7. 43. ajtó;;Várpalota;Veszprém;9054;HU;-5724;offthelip@verizon.net
4056;Kíra forduló 93. 52. emelet;;Eger;Heves;9054;HU;-1691;fbriere@hotmail.com
4057;Pap út 61. 35. ajtó;;Nagykáta;Pest;9054;HU;-9631;andrewik@yahoo.com
4058;Nagy sétány 37.;;Szekszárd;Tolna;9054;HU;-7103;rgiersig@hotmail.com
4059;Kevin lakótelep 67. 70. ajtó;;Kaposvár;Somogy;9054;HU;-3828;joglo@hotmail.com
4060;Hajdu híd 864. 74. emelet;;Marcali;Somogy;9054;HU;-8156;shazow@mac.com
4061;Pintér lakótelep 84. 28. ajtó;;Budapest;Pest;9054;HU;-5863;catalog@aol.com
4062;Kata köz 55.;;Szeged;Csongrád;9054;HU;-5195;philb@outlook.com
4063;László dûlõút 97.;;Budapest;Pest;9054;HU;-5609;satishr@hotmail.com
4064;Sándor híd 9. 92. emelet;;Zalaegerszeg;Zala;9054;HU;-5198;dmbkiwi@optonline.net
4065;Németh sugárút 6. 04. emelet;;Budapest;Pest;9054;HU;-6213;ccohen@icloud.com
4066;Deák sor 047.;;Budapest;Pest;9054;HU;-5928;neonatus@icloud.com
4067;Mátyás játszótér 51. 11. ajtó;;Budapest;Pest;9054;HU;-6888;neonatus@live.com
4068;Gál határsor 5. 72. emelet;;Budapest;Pest;9054;HU;-5877;bogjobber@live.com
4069;Olivér körút 55. 82. emelet;;Kaposvár;Somogy;9054;HU;-8297;bmcmahon@icloud.com
4070;Szûcs játszótér 47. 71. emelet;;Budapest;Pest;9054;HU;-9945;nwiger@outlook.com
4071;Rácz erdõsor 0. 50. ajtó;;Budapest;Pest;9054;HU;-5999;clkao@optonline.net
4072;Faragó gát 01.;;Mezõkövesd;Borsod-Abaúj-Zemplén;9054;HU;-2438;ghaviv@hotmail.com
4073;Szabina körtér 82.;;Budapest;Pest;9054;HU;-8297;pplinux@me.com
4074;Beatrix út 3. 06. ajtó;;Budapest;Pest;9054;HU;-5741;shaffei@optonline.net
4075;Henrietta sétány 62.;;Budapest;Pest;9054;HU;-6639;maneesh@me.com
4076;Soma játszótér 704.;;Mór;Tolna;9054;HU;-6230;floxy@verizon.net
4077;Milla lépcsõ 1. 91. ajtó;;Szeged;Csongrád;9054;HU;-2266;crimsane@optonline.net
4078;Kiss tér 01. 65. ajtó;;Bácsalmás;Bács-Kiskun;9054;HU;-7285;seurat@sbcglobal.net
4079;Bálint lépcsõ 5.;;Budapest;Pest;9054;HU;-4375;dowdy@att.net
4080;Pintér sugárút 6. 87. emelet;;Budapest;Pest;9054;HU;-5692;rkobes@live.com
4081;Szûcs út 86.;;Budapest;Pest;9054;HU;-7949;lstein@comcast.net
4082;Emõke dûlõsor 68.;;Eger;Heves;9054;HU;-4398;mbrown@mac.com
4083;Julianna lejtõ 84. 49. ajtó;;Mohács;Baranya;9054;HU;-9044;tokuhirom@sbcglobal.net
4084;Balázs út 90.;;Sopron;Gyõr-Moson-Sopron;9054;HU;-6159;isaacson@aol.com
4085;Magyar dûlõút 07. 57. ajtó;;Budapest;Pest;9054;HU;-4060;andersbr@gmail.com
4086;Gál határsor 224. 86. emelet;;Salgótarján;Nógrád;9054;HU;-8991;brbarret@yahoo.com
4087;Boros üdülõpart 13. 89. ajtó;;Budapest;Pest;9054;HU;-2545;danny@mac.com
4088;Hanga rakpart 70. 89. emelet;;Budapest;Pest;9054;HU;-1323;avalon@sbcglobal.net
4089;Balog liget 098. 40. ajtó;;Kaposvár;Somogy;9054;HU;-3795;afifi@live.com
4090;Endre fasor 98.;;Székesfehérvár;Fejér;9054;HU;-2492;jespley@gmail.com
4091;Ernõ fasor 1. 13. emelet;;Érd;Pest;9054;HU;-3130;wildfire@mac.com
4092;Balogh lakótelep 8.;;Budapest;Pest;9054;HU;-2984;grossman@aol.com
4093;Nagy forduló 233.;;Esztergom;Komárom-Esztergom;9054;HU;-10268;seemant@optonline.net
4094;Ádám sugárút 35. 05. emelet;;Baja;Bács-Kiskun;9054;HU;-2130;mallanmba@gmail.com
4095;Orsós erdõsor 615. 01. emelet;;Budapest;Pest;9054;HU;-9354;mhanoh@yahoo.ca
4096;Bakos körtér 67.;;Budapest;Pest;9054;HU;-6335;boomzilla@live.com
4097;Beatrix pincesor 49.;;Eger;Heves;9054;HU;-5885;hmbrand@mac.com
4098;Bakos köz 10.;;Zalaegerszeg;Zala;9054;HU;-10375;fairbank@verizon.net
4099;Barna kert 24.;;Zalaegerszeg;Zala;9054;HU;-4088;gbacon@outlook.com
4100;Novák erdõsor 45.;;Budapest;Pest;9054;HU;-7813;mchugh@icloud.com
4101;Kovács sétány 83. 30. ajtó;;Debrecen;Hajdú-Bihar;9054;HU;-9761;themer@outlook.com
4102;Beatrix köz 25.;;Budapest;Pest;9054;HU;-1864;danzigism@gmail.com
4103;Bodnár lakótelep 11.;;Salgótarján;Nógrád;9054;HU;-7461;jsmith@icloud.com
4104;Barna lakótelep 70.;;Budapest;Pest;9054;HU;-7055;pspoole@yahoo.ca
4105;Dobos udvar 86. 30. ajtó;;Budapest;Pest;9054;HU;-9571;twoflower@me.com
4106;Orosz erdõsor 69. 54. emelet;;Budapest;Pest;9054;HU;-6040;maradine@comcast.net
4107;Nagy határút 3.;;Budapest;Pest;9054;HU;-6036;mpiotr@att.net
4108;Mészáros utca 255.;;Budapest;Pest;9054;HU;-9086;atmarks@mac.com
4109;Török liget 964. 41. ajtó;;Hódmezõvásárhely;Csongrád;9054;HU;-3971;bhtower@yahoo.ca
4110;Virág utca 40. 49. emelet;;Budapest;Pest;9054;HU;-9095;dwendlan@outlook.com
4111;Kocsis part 50. 22. ajtó;;Debrecen;Hajdú-Bihar;9054;HU;-7538;bmidd@outlook.com
4112;Lengyel utca 3. 01. ajtó;;Budapest;Pest;9054;HU;-10310;firstpr@gmail.com
4113;Dalma sétány 24. 37. ajtó;;Nagykanizsa;Zala;9054;HU;-5971;jtorkbob@msn.com
4114;Pap pincesor 907. 28. ajtó;;Budapest;Pest;9054;HU;-2572;techie@icloud.com
4115;Dalma utca 93. 78. emelet;;Gönc;Baranya;9054;HU;-8134;lcheng@yahoo.ca
4116;Orbán körút 0.;;Budapest;Pest;9054;HU;-8167;crandall@att.net
4117;Angéla határsor 3. 50. ajtó;;Szeged;Csongrád;9054;HU;-2312;bader@live.com
4118;Pataki körtér 00. 33. ajtó;;Tiszaújváros;Borsod-Abaúj-Zemplén;9054;HU;-3205;kwilliams@att.net
4119;Mihály játszótér 162. 19. ajtó;;Salgótarján;Nógrád;9054;HU;-3891;maikelnai@aol.com
4120;Barnabás lépcsõ 0.;;Siófok;Somogy;9054;HU;-4819;mrsam@gmail.com
4121;Nemes park 429.;;Mórahalom;Bács-Kiskun;9054;HU;-2076;daveewart@gmail.com
4122;Novák határút 9. 28. emelet;;Budapest;Pest;9054;HU;-6532;cvrcek@gmail.com
4123;Novák kert 6.;;Budapest;Pest;9054;HU;-10164;jdray@sbcglobal.net
4124;Henriett pincesor 66.;;Salgótarján;Nógrád;9054;HU;-1927;presoff@verizon.net
4125;Olívia üdülõpart 943.;;Budapest;Pest;9054;HU;-2557;ebassi@hotmail.com
4126;Faragó lakótelep 66. 88. emelet;;Székesfehérvár;Fejér;9054;HU;-9112;rohitm@hotmail.com
4127;Dalma út 237. 24. emelet;;Kecskemét;Bács-Kiskun;9054;HU;-7778;brbarret@hotmail.com
4128;Jakab körút 67. 39. ajtó;;Nagyatád;Somogy;9054;HU;-3904;andrewik@gmail.com
4129;Ernõ fasor 61. 55. ajtó;;Budapest;Pest;9054;HU;-9762;parrt@hotmail.com
4130;Balogh turistaút 24. 08. emelet;;Dunaújváros;Fejér;9054;HU;-6411;dwendlan@verizon.net
4131;Olivér part 891.;;Budapest;Pest;9054;HU;-6290;crandall@mac.com
4132;Kiss híd 423.;;Mór;Tolna;9054;HU;-4137;lcheng@msn.com
4133;Míra dûlõút 67.;;Hódmezõvásárhely;Csongrád;9054;HU;-6703;wsnyder@hotmail.com
4134;Sándor forduló 1. 12. ajtó;;Budapest;Pest;9054;HU;-3895;miltchev@icloud.com
4135;Sipos forduló 68.;;Budapest;Pest;9054;HU;-8403;grolschie@sbcglobal.net
4136;Ottó játszótér 046.;;Budapest;Pest;9054;HU;-4519;manuals@verizon.net
4137;Székely kert 72.;;Sátoraljaújhely;Borsod-Abaúj-Zemplén;9054;HU;-6165;gommix@outlook.com
4138;Fekete határsor 356.;;Nagykõrös;Baranya;9054;HU;-3277;syncnine@gmail.com
4139;Major határsor 96. 32. ajtó;;Budapest;Pest;9054;HU;-6823;satishr@aol.com
4140;Péter utca 8.;;Budapest;Pest;9054;HU;-3351;studyabr@yahoo.com
4141;Angéla lépcsõ 64.;;Sopron;Gyõr-Moson-Sopron;9054;HU;-9316;ubergeeb@yahoo.ca
4142;Imre lépcsõ 56.;;Kazincbarcika;Borsod-Abaúj-Zemplén;9054;HU;-1284;elmer@hotmail.com
4143;Hunor határsor 070.;;Mór;Tolna;9054;HU;-1414;frikazoyd@me.com
4144;Hanga tér 750.;;Budapest;Pest;9054;HU;-2677;miami@outlook.com
4145;Richárd játszótér 585.;;Budapest;Pest;9054;HU;-6651;kmiller@icloud.com
4146;Balla lejáró 07. 00. emelet;;Budapest;Pest;9054;HU;-4018;kalpol@hotmail.com
4147;Jónás gát 82.;;Budapest;Pest;9054;HU;-3283;gospodin@me.com
4148;Szõke ösvény 1. 12. emelet;;Hatvan;Heves;9054;HU;-2809;aardo@icloud.com
4149;Király tér 37. 89. ajtó;;Szekszárd;Tolna;9054;HU;-10115;mobileip@mac.com
4150;Orsós országút 65.;;Zalaegerszeg;Zala;9054;HU;-2714;gommix@aol.com
4151;Jázmin sétány 499.;;Budapest;Pest;9054;HU;-7759;tamas@yahoo.com
4152;Máté dûlõsor 4.;;Érd;Pest;9054;HU;-5124;richard@hotmail.com
4153;Hegedûs lakótelep 9. 31. emelet;;Budapest;Pest;9054;HU;-10332;earmstro@att.net
4154;Szonja üdülõpart 38. 30. emelet;;Nyíregyháza;Szabolcs-Szatmár-Bereg;9054;HU;-5021;mirod@live.com
4155;Szûcs udvar 35.;;Szolnok;Somogy;9054;HU;-4192;offthelip@msn.com
4156;Lengyel köz 7.;;Budapest;Pest;9054;HU;-1426;seurat@icloud.com
4157;Gulyás forduló 7.;;Tét;Gyõr-Moson-Sopron;9054;HU;-2127;burniske@live.com
4158;Gáspár pincesor 342. 14. ajtó;;Budapest;Pest;9054;HU;-4003;johnh@mac.com
4159;Antal dûlõsor 76.;;Tatabánya;Komárom-Esztergom;9054;HU;-6545;odlyzko@gmail.com
4160;Botond tere 00. 94. ajtó;;Budapest;Pest;9054;HU;-2501;pemungkah@icloud.com
4161;Fábián lejtõ 475.;;Budapest;Pest;9054;HU;-1408;akoblin@gmail.com
4162;Bálint út 081. 64. emelet;;Budapest;Pest;9054;HU;-8027;frostman@verizon.net
4163;Bogdán kert 67. 12. ajtó;;Budapest;Pest;9054;HU;-3397;specprog@gmail.com
4164;Zsóka körtér 73. 77. emelet;;Zalaegerszeg;Zala;9054;HU;-7499;lpalmer@msn.com
4165;Szûcs utca 91. 68. ajtó;;Debrecen;Hajdú-Bihar;9054;HU;-5721;timlinux@optonline.net
4166;Kevin körtér 05.;;Kecskemét;Bács-Kiskun;9054;HU;-2838;curly@me.com
4167;Marianna játszótér 66.;;Eger;Heves;9054;HU;-7817;storerm@icloud.com
4168;Máté sugárút 43.;;Budapest;Pest;9054;HU;-7511;hahsler@gmail.com
4169;Liza átjáró 20. 30. ajtó;;Budapest;Pest;9054;HU;-5778;maneesh@optonline.net
4170;Valéria köz 90. 46. ajtó;;Budapest;Pest;9054;HU;-8617;kingma@sbcglobal.net
4171;Oláh köz 014. 14. emelet;;Budapest;Pest;9054;HU;-10168;jigsaw@hotmail.com
4172;Németh tere 0.;;Budapest;Pest;9054;HU;-6558;lridener@hotmail.com
4173;Szabina pincesor 0.;;Budapest;Pest;9054;HU;-4604;alhajj@optonline.net
4174;Székely udvar 422. 52. ajtó;;Kaposvár;Somogy;9054;HU;-4719;crowl@msn.com
4175;Bendegúz udvar 12. 26. emelet;;Sopron;Gyõr-Moson-Sopron;9054;HU;-9057;jgmyers@me.com
4176;Léna köz 89. 52. ajtó;;Budapest;Pest;9054;HU;-7905;linuxhack@att.net
4177;Ernõ kert 9.;;Szombathely;Pest;9054;HU;-2749;animats@sbcglobal.net
4178;Lívia utca 547. 92. emelet;;Budapest;Pest;9054;HU;-4274;mpiotr@me.com
4179;Dobos sétaút 84. 87. ajtó;;Budapest;Pest;9054;HU;-2585;rnelson@hotmail.com
4180;Noel utca 61. 63. ajtó;;Budapest;Pest;9054;HU;-8587;stellaau@icloud.com
4181;Ármin dûlõút 514.;;Budapest;Pest;9054;HU;-8492;barnett@yahoo.com
4182;Szücs liget 00.;;Salgótarján;Nógrád;9054;HU;-8011;adillon@live.com
4183;Georgina tér 588.;;Budapest;Pest;9054;HU;-9439;tattooman@me.com
4184;Kelemen tér 7. 38. ajtó;;Budapest;Pest;9054;HU;-4398;dburrows@gmail.com
4185;Mirella part 3.;;Hódmezõvásárhely;Csongrád;9054;HU;-9736;vganesh@optonline.net
4186;Oláh híd 98. 39. emelet;;Budapest;Pest;9054;HU;-5736;kassiesa@hotmail.com
4187;Csonka park 32.;;Budapest;Pest;9054;HU;-2930;jguyer@live.com
4188;Gábor sugárút 64. 65. ajtó;;Budapest;Pest;9054;HU;-8238;nicktrig@aol.com
4189;Zétény sétaút 188.;;Budapest;Pest;9054;HU;-4624;flakeg@sbcglobal.net
4190;Dudás part 76.;;Tatabánya;Komárom-Esztergom;9054;HU;-7184;agapow@yahoo.com
4191;Dudás udvar 079. 27. ajtó;;Budapest;Pest;9054;HU;-8179;papathan@mac.com
4192;Soós tere 9.;;Budapest;Pest;9054;HU;-3622;crypt@hotmail.com
